,Unnamed: 0,Title,Genre,Descrption,Descrption_Processed,Descrption_vect
491,491,The Innocents,Horror,a young governess for two children becomes convinced that the house and grounds are haunted.,"['young', 'governess', 'two', 'child', 'becomes', 'convinced', 'house', 'ground', 'haunted', '.']",young governess two child becomes convinced house ground haunted .
492,492,The Innocents,"Drama, History",a young governess for two children becomes convinced that the house and grounds are haunted.,"['young', 'governess', 'two', 'child', 'becomes', 'convinced', 'house', 'ground', 'haunted', '.']",young governess two child becomes convinced house ground haunted .
493,493,The Chorus,"Comedy, Drama, Music",the new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,"['new', 'teacher', 'severely', 'administered', 'boy', ""'"", 'boarding', 'school', 'work', 'positively', 'affect', 'student', ""'"", 'life', 'music', '.']",new teacher severely administered boy ' boarding school work positively affect student ' life music .
494,494,Cowboy Bebop: The Movie,"Animation, Action, Crime","a terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting bebop crew to catch the cold-blooded culprit.","['terrorist', 'explosion', 'release', 'deadly', 'virus', 'mass', ',', ""'s"", 'bounty-hunting', 'bebop', 'crew', 'catch', 'cold-blooded', 'culprit', '.']","terrorist explosion release deadly virus mass , 's bounty-hunting bebop crew catch cold-blooded culprit ."
495,495,The Postman,"Biography, Comedy, Drama","a simple italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty beatrice.","['simple', 'italian', 'postman', 'learns', 'love', 'poetry', 'delivering', 'mail', 'famous', 'poet', ',', 'us', 'woo', 'local', 'beauty', 'beatrice', '.']","simple italian postman learns love poetry delivering mail famous poet , us woo local beauty beatrice ."
496,496,The Postman,"Action, Adventure, Drama","a simple italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty beatrice.","['simple', 'italian', 'postman', 'learns', 'love', 'poetry', 'delivering', 'mail', 'famous', 'poet', ',', 'us', 'woo', 'local', 'beauty', 'beatrice', '.']","simple italian postman learns love poetry delivering mail famous poet , us woo local beauty beatrice ."
497,497,The Discreet Charm of the Bourgeoisie,Comedy,"a surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.","['surreal', ',', 'virtually', 'plotless', 'series', 'dream', 'centered', 'around', 'six', 'middle-class', 'people', 'consistently', 'interrupted', 'attempt', 'meal', 'together', '.']","surreal , virtually plotless series dream centered around six middle-class people consistently interrupted attempt meal together ."
498,498,Crimes and Misdemeanors,"Comedy, Drama",an ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,"['ophthalmologist', ""'s"", 'mistress', 'threatens', 'reveal', 'affair', 'wife', 'married', 'documentary', 'filmmaker', 'infatuated', 'another', 'woman', '.']",ophthalmologist 's mistress threatens reveal affair wife married documentary filmmaker infatuated another woman .
499,499,Millennium Actress,"Animation, Drama, Fantasy",a tv interviewer and his cameraman meet a former actress and travel through her memories and career.,"['tv', 'interviewer', 'cameraman', 'meet', 'former', 'actress', 'travel', 'memory', 'career', '.']",tv interviewer cameraman meet former actress travel memory career .
500,500,Tokyo Godfathers,"Animation, Adventure, Comedy","on christmas eve, three homeless people living on the streets of tokyo discover a newborn baby among the trash and set out to find its parents.","['christmas', 'eve', ',', 'three', 'homeless', 'people', 'living', 'street', 'tokyo', 'discover', 'newborn', 'baby', 'among', 'trash', 'set', 'find', 'parent', '.']","christmas eve , three homeless people living street tokyo discover newborn baby among trash set find parent ."
501,501,Once Upon a Time in Anatolia,"Crime, Drama, Thriller",a group of men set out in search of a dead body in the anatolian steppes.,"['group', 'men', 'set', 'search', 'dead', 'body', 'anatolian', 'steppe', '.']",group men set search dead body anatolian steppe .
502,502,Veer-Zaara,"Drama, Family, Musical","veer-zaara is a saga of love, separation, courage and sacrifice. a love story that is an inspiration and will remain a legend forever.","['veer-zaara', 'saga', 'love', ',', 'separation', ',', 'courage', 'sacrifice', '.', 'love', 'story', 'inspiration', 'remain', 'legend', 'forever', '.']","veer-zaara saga love , separation , courage sacrifice . love story inspiration remain legend forever ."
503,503,Mission: Impossible - Fallout,"Action, Adventure, Thriller","ethan hunt and his imf team, along with some familiar allies, race against time after a mission gone wrong.","['ethan', 'hunt', 'imf', 'team', ',', 'along', 'familiar', 'ally', ',', 'race', 'time', 'mission', 'gone', 'wrong', '.']","ethan hunt imf team , along familiar ally , race time mission gone wrong ."
504,504,The Goonies,"Adventure, Comedy, Family",a group of young misfits called the goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"['group', 'young', 'misfit', 'called', 'goony', 'discover', 'ancient', 'map', 'set', 'adventure', 'find', 'legendary', 'pirate', ""'s"", 'long-lost', 'treasure', '.']",group young misfit called goony discover ancient map set adventure find legendary pirate 's long-lost treasure .
505,505,Harry Potter and the Goblet of Fire,"Adventure, Family, Fantasy","harry potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","['harry', 'potter', 'find', 'competing', 'hazardous', 'tournament', 'rival', 'school', 'magic', ',', 'distracted', 'recurring', 'nightmare', '.']","harry potter find competing hazardous tournament rival school magic , distracted recurring nightmare ."
506,506,A Few Good Men,"Drama, Thriller",military lawyer lieutenant daniel kaffee defends marines accused of murder. they contend they were acting under orders.,"['military', 'lawyer', 'lieutenant', 'daniel', 'kaffee', 'defends', 'marine', 'accused', 'murder', '.', 'contend', 'acting', 'order', '.']",military lawyer lieutenant daniel kaffee defends marine accused murder . contend acting order .
507,507,Sicario,"Action, Crime, Drama",an idealistic fbi agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the u.s. and mexico.,"['idealistic', 'fbi', 'agent', 'enlisted', 'government', 'task', 'force', 'aid', 'escalating', 'war', 'drug', 'border', 'area', 'u.s.', 'mexico', '.']",idealistic fbi agent enlisted government task force aid escalating war drug border area u.s. mexico .
508,508,The Hangover,Comedy,"three buddies wake up from a bachelor party in las vegas, with no memory of the previous night and the bachelor missing. they make their way around the city in order to find their friend before his wedding.","['three', 'buddy', 'wake', 'bachelor', 'party', 'la', 'vega', ',', 'memory', 'previous', 'night', 'bachelor', 'missing', '.', 'make', 'way', 'around', 'city', 'order', 'find', 'friend', 'wedding', '.']","three buddy wake bachelor party la vega , memory previous night bachelor missing . make way around city order find friend wedding ."
509,509,Kingsman: The Secret Service,"Action, Adventure, Comedy","a spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","['spy', 'organisation', 'recruit', 'promising', 'street', 'kid', 'agency', ""'s"", 'training', 'program', ',', 'global', 'threat', 'emerges', 'twisted', 'tech', 'genius', '.']","spy organisation recruit promising street kid agency 's training program , global threat emerges twisted tech genius ."
510,510,Zodiac,"Crime, Drama, Mystery","between 1968 and 1983, a san francisco cartoonist becomes an amateur detective obsessed with tracking down the zodiac killer, an unidentified individual who terrorizes northern california with a killing spree.","['1968', '1983', ',', 'san', 'francisco', 'cartoonist', 'becomes', 'amateur', 'detective', 'obsessed', 'tracking', 'zodiac', 'killer', ',', 'unidentified', 'individual', 'terrorizes', 'northern', 'california', 'killing', 'spree', '.']","1968 1983 , san francisco cartoonist becomes amateur detective obsessed tracking zodiac killer , unidentified individual terrorizes northern california killing spree ."
511,511,The Magnificent Seven,"Action, Adventure, Drama",seven gunfighters are hired by mexican peasants to liberate their village from oppressive bandits.,"['seven', 'gunfighters', 'hired', 'mexican', 'peasant', 'liberate', 'village', 'oppressive', 'bandit', '.']",seven gunfighters hired mexican peasant liberate village oppressive bandit .
512,512,The Magnificent Seven,"Action, Adventure, Drama",seven gunfighters are hired by mexican peasants to liberate their village from oppressive bandits.,"['seven', 'gunfighters', 'hired', 'mexican', 'peasant', 'liberate', 'village', 'oppressive', 'bandit', '.']",seven gunfighters hired mexican peasant liberate village oppressive bandit .
513,513,The Count of Monte Cristo,"Action, Adventure, Drama","a young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","['young', 'man', ',', 'falsely', 'imprisoned', 'jealous', '``', 'friend', ""''"", ',', 'escape', 'us', 'hidden', 'treasure', 'exact', 'revenge', '.']","young man , falsely imprisoned jealous `` friend '' , escape us hidden treasure exact revenge ."
514,514,Wind River,"Crime, Drama, Mystery",a veteran hunter helps an fbi agent investigate the murder of a young woman on a wyoming native american reservation.,"['veteran', 'hunter', 'help', 'fbi', 'agent', 'investigate', 'murder', 'young', 'woman', 'wyoming', 'native', 'american', 'reservation', '.']",veteran hunter help fbi agent investigate murder young woman wyoming native american reservation .
515,515,Black Hawk Down,"Action, Drama, History","the story of 160 elite u.s. soldiers who dropped into mogadishu in october 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed somalis.","['story', '160', 'elite', 'u.s.', 'soldier', 'dropped', 'mogadishu', 'october', '1993', 'capture', 'two', 'top', 'lieutenant', 'renegade', 'warlord', ',', 'found', 'desperate', 'battle', 'large', 'force', 'heavily-armed', 'somali', '.']","story 160 elite u.s. soldier dropped mogadishu october 1993 capture two top lieutenant renegade warlord , found desperate battle large force heavily-armed somali ."
516,516,Ocean's Eleven,"Crime, Thriller",danny ocean and his ten accomplices plan to rob three las vegas casinos simultaneously.,"['danny', 'ocean', 'ten', 'accomplice', 'plan', 'rob', 'three', 'la', 'vega', 'casino', 'simultaneously', '.']",danny ocean ten accomplice plan rob three la vega casino simultaneously .
517,517,Ocean's Eleven,"Comedy, Crime, Music",danny ocean and his ten accomplices plan to rob three las vegas casinos simultaneously.,"['danny', 'ocean', 'ten', 'accomplice', 'plan', 'rob', 'three', 'la', 'vega', 'casino', 'simultaneously', '.']",danny ocean ten accomplice plan rob three la vega casino simultaneously .
